LAST SEEN   TYPE      REASON                           OBJECT                                                                           MESSAGE
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-2-consumer-7b6956bff6-nr4lj                     Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-4-consumer-56f74c95cb                    Created pod: bench-kubebuilder-1784137300-4-consumer-56f74c95cb-88z9p
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-1-consumer-6d49ddf56b-7hft5                     Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-5-consumer-5f7f6f6d7d                    Created pod: bench-kubebuilder-1784137300-5-consumer-5f7f6f6d7d-ffszl
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-3-consumer-6679476558-vvspb                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-2-consumer-7b6956bff6-nr4lj                     Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-1-consumer-6d49ddf56b-7hft5                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-3-consumer-6679476558-vvspb                     Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-2-consumer-7b6956bff6-nr4lj                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-6-consumer-754db467bd                    Created pod: bench-kubebuilder-1784137300-6-consumer-754db467bd-zrrtp
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-5-consumer                               Scaled up replica set bench-kubebuilder-1784137300-5-consumer-5f7f6f6d7d from 0 to 1
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-9-consumer                               Scaled up replica set bench-kubebuilder-1784137300-9-consumer-58b8f49474 from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-6-consumer-754db467bd-zrrtp                     Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-10-consumer                              Scaled up replica set bench-kubebuilder-1784137300-10-consumer-5fc4b8578b from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-6-consumer-754db467bd-zrrtp                     Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-6-consumer-754db467bd-zrrtp                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-10-consumer-5fc4b8578b                   Created pod: bench-kubebuilder-1784137300-10-consumer-5fc4b8578b-vqvkf
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-5-consumer-5f7f6f6d7d-ffszl                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-5-consumer-5f7f6f6d7d-ffszl                     Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-5-consumer-5f7f6f6d7d-ffszl                     Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-9-consumer-58b8f49474                    Created pod: bench-kubebuilder-1784137300-9-consumer-58b8f49474-bdklp
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-8-consumer                               Scaled up replica set bench-kubebuilder-1784137300-8-consumer-8c8b8b7cb from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-8-consumer-8c8b8b7cb                     Created pod: bench-kubebuilder-1784137300-8-consumer-8c8b8b7cb-6gnhx
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-4-consumer-56f74c95cb-88z9p                     Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-7-consumer                               Scaled up replica set bench-kubebuilder-1784137300-7-consumer-6ccfbdf4d6 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-7-consumer-6ccfbdf4d6                    Created pod: bench-kubebuilder-1784137300-7-consumer-6ccfbdf4d6-mw6pw
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-4-consumer-56f74c95cb-88z9p                     Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-7-consumer-6ccfbdf4d6-mw6pw                     Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-7-consumer-6ccfbdf4d6-mw6pw                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-13-consumer-569b945f9d                   Created pod: bench-kubebuilder-1784137300-13-consumer-569b945f9d-wxhlb
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-8-consumer-8c8b8b7cb-6gnhx                      Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-10-consumer-5fc4b8578b-vqvkf                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-7-consumer-6ccfbdf4d6-mw6pw                     Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-12-consumer                              Scaled up replica set bench-kubebuilder-1784137300-12-consumer-67d4c6d5b6 from 0 to 1
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-11-consumer                              Scaled up replica set bench-kubebuilder-1784137300-11-consumer-586f7494cd from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-11-consumer-586f7494cd                   Created pod: bench-kubebuilder-1784137300-11-consumer-586f7494cd-n4g89
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-12-consumer-67d4c6d5b6                   Created pod: bench-kubebuilder-1784137300-12-consumer-67d4c6d5b6-pk6rr
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-10-consumer-5fc4b8578b-vqvkf                    Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-13-consumer                              Scaled up replica set bench-kubebuilder-1784137300-13-consumer-569b945f9d from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-9-consumer-58b8f49474-bdklp                     Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-9-consumer-58b8f49474-bdklp                     Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-9-consumer-58b8f49474-bdklp                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-8-consumer-8c8b8b7cb-6gnhx                      Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-8-consumer-8c8b8b7cb-6gnhx                      Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-11-consumer-586f7494cd-n4g89                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-16-consumer-74fcff8f58                   Created pod: bench-kubebuilder-1784137300-16-consumer-74fcff8f58-44qkt
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-11-consumer-586f7494cd-n4g89                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-15-consumer-7c4b868b6                    Created pod: bench-kubebuilder-1784137300-15-consumer-7c4b868b6-qlgz6
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-11-consumer-586f7494cd-n4g89                    Container started
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-12-consumer-67d4c6d5b6-pk6rr                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-15-consumer                              Scaled up replica set bench-kubebuilder-1784137300-15-consumer-7c4b868b6 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-14-consumer-64f8d58d46                   Created pod: bench-kubebuilder-1784137300-14-consumer-64f8d58d46-kwgxp
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-12-consumer-67d4c6d5b6-pk6rr                    Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-12-consumer-67d4c6d5b6-pk6rr                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-16-consumer                              Scaled up replica set bench-kubebuilder-1784137300-16-consumer-74fcff8f58 from 0 to 1
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-14-consumer                              Scaled up replica set bench-kubebuilder-1784137300-14-consumer-64f8d58d46 from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-13-consumer-569b945f9d-wxhlb                    Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-13-consumer-569b945f9d-wxhlb                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-10-consumer-5fc4b8578b-vqvkf                    Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-16-consumer-74fcff8f58-44qkt                    Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-15-consumer-7c4b868b6-qlgz6                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-17-consumer                              Scaled up replica set bench-kubebuilder-1784137300-17-consumer-5f89c78d74 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-17-consumer-5f89c78d74                   Created pod: bench-kubebuilder-1784137300-17-consumer-5f89c78d74-dwrk9
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-15-consumer-7c4b868b6-qlgz6                     Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-14-consumer-64f8d58d46-kwgxp                    Container started
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-15-consumer-7c4b868b6-qlgz6                     Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-14-consumer-64f8d58d46-kwgxp                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-13-consumer-569b945f9d-wxhlb                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-19-consumer                              Scaled up replica set bench-kubebuilder-1784137300-19-consumer-58f57bc48b from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-17-consumer-5f89c78d74-dwrk9                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-14-consumer-64f8d58d46-kwgxp                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-18-consumer                              Scaled up replica set bench-kubebuilder-1784137300-18-consumer-58677f566 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-18-consumer-58677f566                    Created pod: bench-kubebuilder-1784137300-18-consumer-58677f566-rnvg7
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-16-consumer-74fcff8f58-44qkt                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-16-consumer-74fcff8f58-44qkt                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-20-consumer                              Scaled up replica set bench-kubebuilder-1784137300-20-consumer-66864c6d78 from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-18-consumer-58677f566-rnvg7                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-22-consumer                              Scaled up replica set bench-kubebuilder-1784137300-22-consumer-7b7bf94bb6 from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-18-consumer-58677f566-rnvg7                     Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-19-consumer-58f57bc48b-tqspm                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-19-consumer-58f57bc48b-tqspm                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-22-consumer-7b7bf94bb6                   Created pod: bench-kubebuilder-1784137300-22-consumer-7b7bf94bb6-vpk42
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-19-consumer-58f57bc48b-tqspm                    Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-20-consumer-66864c6d78                   Created pod: bench-kubebuilder-1784137300-20-consumer-66864c6d78-rgtkb
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-21-consumer                              Scaled up replica set bench-kubebuilder-1784137300-21-consumer-5df44f7474 from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-18-consumer-58677f566-rnvg7                     Container created
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-17-consumer-5f89c78d74-dwrk9                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-21-consumer-5df44f7474                   Created pod: bench-kubebuilder-1784137300-21-consumer-5df44f7474-5bsn7
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-19-consumer-58f57bc48b                   Created pod: bench-kubebuilder-1784137300-19-consumer-58f57bc48b-tqspm
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-17-consumer-5f89c78d74-dwrk9                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-20-consumer-66864c6d78-rgtkb                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-22-consumer-7b7bf94bb6-vpk42                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-21-consumer-5df44f7474-5bsn7                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-25-consumer                              Scaled up replica set bench-kubebuilder-1784137300-25-consumer-6f95948f6b from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-25-consumer-6f95948f6b                   Created pod: bench-kubebuilder-1784137300-25-consumer-6f95948f6b-jd747
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-21-consumer-5df44f7474-5bsn7                    Container created
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-20-consumer-66864c6d78-rgtkb                    Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-22-consumer-7b7bf94bb6-vpk42                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-21-consumer-5df44f7474-5bsn7                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-23-consumer                              Scaled up replica set bench-kubebuilder-1784137300-23-consumer-6f5dfcb45d from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-22-consumer-7b7bf94bb6-vpk42                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-24-consumer                              Scaled up replica set bench-kubebuilder-1784137300-24-consumer-7d9cd889cd from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-24-consumer-7d9cd889cd                   Created pod: bench-kubebuilder-1784137300-24-consumer-7d9cd889cd-cjk26
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-20-consumer-66864c6d78-rgtkb                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-23-consumer-6f5dfcb45d-rjz7k                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-23-consumer-6f5dfcb45d-rjz7k                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-23-consumer-6f5dfcb45d                   Created pod: bench-kubebuilder-1784137300-23-consumer-6f5dfcb45d-rjz7k
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-25-consumer-6f95948f6b-jd747                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-24-consumer-7d9cd889cd-cjk26                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-27-consumer                              Scaled up replica set bench-kubebuilder-1784137300-27-consumer-84bffc5bbb from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-27-consumer-84bffc5bbb                   Created pod: bench-kubebuilder-1784137300-27-consumer-84bffc5bbb-xjtpj
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-23-consumer-6f5dfcb45d-rjz7k                    Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-24-consumer-7d9cd889cd-cjk26                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-24-consumer-7d9cd889cd-cjk26                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-26-consumer                              Scaled up replica set bench-kubebuilder-1784137300-26-consumer-c74b7459d from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-26-consumer-c74b7459d                    Created pod: bench-kubebuilder-1784137300-26-consumer-c74b7459d-r7nq8
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-28-consumer-757c969f66                   Created pod: bench-kubebuilder-1784137300-28-consumer-757c969f66-qzdcz
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-26-consumer-c74b7459d-r7nq8                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-25-consumer-6f95948f6b-jd747                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-25-consumer-6f95948f6b-jd747                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-28-consumer                              Scaled up replica set bench-kubebuilder-1784137300-28-consumer-757c969f66 from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-26-consumer-c74b7459d-r7nq8                     Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-30-consumer-659fc5d49d                   Created pod: bench-kubebuilder-1784137300-30-consumer-659fc5d49d-w4wst
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-27-consumer-84bffc5bbb-xjtpj                    Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-29-consumer                              Scaled up replica set bench-kubebuilder-1784137300-29-consumer-5d6dc95586 from 0 to 1
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-30-consumer                              Scaled up replica set bench-kubebuilder-1784137300-30-consumer-659fc5d49d from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-29-consumer-5d6dc95586                   Created pod: bench-kubebuilder-1784137300-29-consumer-5d6dc95586-wslj4
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-26-consumer-c74b7459d-r7nq8                     Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-27-consumer-84bffc5bbb-xjtpj                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-28-consumer-757c969f66-qzdcz                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-29-consumer-5d6dc95586-wslj4                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-29-consumer-5d6dc95586-wslj4                    Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-28-consumer-757c969f66-qzdcz                    Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-32-consumer                              Scaled up replica set bench-kubebuilder-1784137300-32-consumer-6b847895c4 from 0 to 1
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-31-consumer                              Scaled up replica set bench-kubebuilder-1784137300-31-consumer-f6d994686 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-31-consumer-f6d994686                    Created pod: bench-kubebuilder-1784137300-31-consumer-f6d994686-dfwd4
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-27-consumer-84bffc5bbb-xjtpj                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-28-consumer-757c969f66-qzdcz                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-29-consumer-5d6dc95586-wslj4                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-32-consumer-6b847895c4                   Created pod: bench-kubebuilder-1784137300-32-consumer-6b847895c4-kbkj4
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-33-consumer                              Scaled up replica set bench-kubebuilder-1784137300-33-consumer-7fd4b48c7d from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-30-consumer-659fc5d49d-w4wst                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-34-consumer-6b65d6c54b                   Created pod: bench-kubebuilder-1784137300-34-consumer-6b65d6c54b-sf56g
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-34-consumer                              Scaled up replica set bench-kubebuilder-1784137300-34-consumer-6b65d6c54b from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-30-consumer-659fc5d49d-w4wst                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-33-consumer-7fd4b48c7d                   Created pod: bench-kubebuilder-1784137300-33-consumer-7fd4b48c7d-fpvj9
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-31-consumer-f6d994686-dfwd4                     Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-31-consumer-f6d994686-dfwd4                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-30-consumer-659fc5d49d-w4wst                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-33-consumer-7fd4b48c7d-fpvj9                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-35-consumer                              Scaled up replica set bench-kubebuilder-1784137300-35-consumer-9dccf8678 from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-32-consumer-6b847895c4-kbkj4                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-35-consumer-9dccf8678                    Created pod: bench-kubebuilder-1784137300-35-consumer-9dccf8678-62qd6
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-32-consumer-6b847895c4-kbkj4                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-32-consumer-6b847895c4-kbkj4                    Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-33-consumer-7fd4b48c7d-fpvj9                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-31-consumer-f6d994686-dfwd4                     Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-34-consumer-6b65d6c54b-sf56g                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-36-consumer-7db5d6cbc8                   Created pod: bench-kubebuilder-1784137300-36-consumer-7db5d6cbc8-mw5wh
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-35-consumer-9dccf8678-62qd6                     Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-35-consumer-9dccf8678-62qd6                     Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-34-consumer-6b65d6c54b-sf56g                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-36-consumer                              Scaled up replica set bench-kubebuilder-1784137300-36-consumer-7db5d6cbc8 from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-33-consumer-7fd4b48c7d-fpvj9                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-35-consumer-9dccf8678-62qd6                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-34-consumer-6b65d6c54b-sf56g                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-39-consumer-f485d4dd6                    Created pod: bench-kubebuilder-1784137300-39-consumer-f485d4dd6-nlfqg
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-36-consumer-7db5d6cbc8-mw5wh                    Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-36-consumer-7db5d6cbc8-mw5wh                    Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-38-consumer                              Scaled up replica set bench-kubebuilder-1784137300-38-consumer-5556f758fd from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-36-consumer-7db5d6cbc8-mw5wh                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-39-consumer                              Scaled up replica set bench-kubebuilder-1784137300-39-consumer-f485d4dd6 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-38-consumer-5556f758fd                   Created pod: bench-kubebuilder-1784137300-38-consumer-5556f758fd-k456q
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-37-consumer                              Scaled up replica set bench-kubebuilder-1784137300-37-consumer-64c89959cd from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-37-consumer-64c89959cd                   Created pod: bench-kubebuilder-1784137300-37-consumer-64c89959cd-f6mdr
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-37-consumer-64c89959cd-f6mdr                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-38-consumer-5556f758fd-k456q                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-40-consumer-55888c87b6                   Created pod: bench-kubebuilder-1784137300-40-consumer-55888c87b6-tqv9c
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-40-consumer                              Scaled up replica set bench-kubebuilder-1784137300-40-consumer-55888c87b6 from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-38-consumer-5556f758fd-k456q                    Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-37-consumer-64c89959cd-f6mdr                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-39-consumer-f485d4dd6-nlfqg                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-37-consumer-64c89959cd-f6mdr                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-41-consumer-6b75ccb98b                   Created pod: bench-kubebuilder-1784137300-41-consumer-6b75ccb98b-qrtn8
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-42-consumer                              Scaled up replica set bench-kubebuilder-1784137300-42-consumer-6c6f9f5594 from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-39-consumer-f485d4dd6-nlfqg                     Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-39-consumer-f485d4dd6-nlfqg                     Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-42-consumer-6c6f9f5594                   Created pod: bench-kubebuilder-1784137300-42-consumer-6c6f9f5594-4jhpk
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-41-consumer                              Scaled up replica set bench-kubebuilder-1784137300-41-consumer-6b75ccb98b from 0 to 1
