LAST SEEN   TYPE      REASON                           OBJECT                                                                           MESSAGE
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-38-consumer-5556f758fd-k456q                    Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-43-consumer-cb695f68b                    Created pod: bench-kubebuilder-1784137300-43-consumer-cb695f68b-xp5wn
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-40-consumer-55888c87b6-tqv9c                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-43-consumer                              Scaled up replica set bench-kubebuilder-1784137300-43-consumer-cb695f68b from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-42-consumer-6c6f9f5594-4jhpk                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-44-consumer-68bbc65846                   Created pod: bench-kubebuilder-1784137300-44-consumer-68bbc65846-kbppt
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-40-consumer-55888c87b6-tqv9c                    Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-40-consumer-55888c87b6-tqv9c                    Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-41-consumer-6b75ccb98b-qrtn8                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-41-consumer-6b75ccb98b-qrtn8                    Container created
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-42-consumer-6c6f9f5594-4jhpk                    Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-44-consumer                              Scaled up replica set bench-kubebuilder-1784137300-44-consumer-68bbc65846 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-45-consumer-7f657bf6fd                   Created pod: bench-kubebuilder-1784137300-45-consumer-7f657bf6fd-7jlnm
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-43-consumer-cb695f68b-xp5wn                     Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-43-consumer-cb695f68b-xp5wn                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-42-consumer-6c6f9f5594-4jhpk                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-45-consumer                              Scaled up replica set bench-kubebuilder-1784137300-45-consumer-7f657bf6fd from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-41-consumer-6b75ccb98b-qrtn8                    Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-47-consumer-5f7d5d7586                   Created pod: bench-kubebuilder-1784137300-47-consumer-5f7d5d7586-7l6rs
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-43-consumer-cb695f68b-xp5wn                     Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-46-consumer                              Scaled up replica set bench-kubebuilder-1784137300-46-consumer-584d5d4d98 from 0 to 1
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-47-consumer                              Scaled up replica set bench-kubebuilder-1784137300-47-consumer-5f7d5d7586 from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-44-consumer-68bbc65846-kbppt                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-44-consumer-68bbc65846-kbppt                    Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-46-consumer-584d5d4d98                   Created pod: bench-kubebuilder-1784137300-46-consumer-584d5d4d98-bxh2n
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-44-consumer-68bbc65846-kbppt                    Container created
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-45-consumer-7f657bf6fd-7jlnm                    Container created
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-47-consumer-5f7d5d7586-7l6rs                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-45-consumer-7f657bf6fd-7jlnm                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-45-consumer-7f657bf6fd-7jlnm                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-49-consumer-7965cfd558                   Created pod: bench-kubebuilder-1784137300-49-consumer-7965cfd558-cr9hr
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-48-consumer                              Scaled up replica set bench-kubebuilder-1784137300-48-consumer-7cd5955dd6 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-48-consumer-7cd5955dd6                   Created pod: bench-kubebuilder-1784137300-48-consumer-7cd5955dd6-gvpkv
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-46-consumer-584d5d4d98-bxh2n                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-49-consumer                              Scaled up replica set bench-kubebuilder-1784137300-49-consumer-7965cfd558 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-50-consumer-9bb557dbb                    Created pod: bench-kubebuilder-1784137300-50-consumer-9bb557dbb-c886x
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-50-consumer                              Scaled up replica set bench-kubebuilder-1784137300-50-consumer-9bb557dbb from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-51-consumer-65d4bcb7bb                   Created pod: bench-kubebuilder-1784137300-51-consumer-65d4bcb7bb-qhzg9
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-46-consumer-584d5d4d98-bxh2n                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-47-consumer-5f7d5d7586-7l6rs                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-46-consumer-584d5d4d98-bxh2n                    Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-51-consumer                              Scaled up replica set bench-kubebuilder-1784137300-51-consumer-65d4bcb7bb from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-52-consumer-5bf84b44bb-xf7th                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-53-consumer-86586b99bb                   Created pod: bench-kubebuilder-1784137300-53-consumer-86586b99bb-8jg9r
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-47-consumer-5f7d5d7586-7l6rs                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-48-consumer-7cd5955dd6-gvpkv                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
